unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1737716400,2025-01-24 11:00:00,BTC/USD,105426,105537,105237,105421,25.72636684,2712099.31863964
1737712800,2025-01-24 10:00:00,BTC/USD,105155,105428,105059,105426,11.51078505,1213536.0246813002
1737709200,2025-01-24 09:00:00,BTC/USD,105518,105753,105060,105187,11.01342833,1158469.48574771
1737705600,2025-01-24 08:00:00,BTC/USD,105046,105611,104916,105519,40.11883835,4233299.70385365
1737702000,2025-01-24 07:00:00,BTC/USD,104990,105173,104651,105042,89.12370435,9361732.152332699
1737698400,2025-01-24 06:00:00,BTC/USD,105204,105305,104632,104994,12.73181427,1336764.1074643799
1737694800,2025-01-24 05:00:00,BTC/USD,104613,105224,104545,105200,113.76557577,11968138.571004
1737691200,2025-01-24 04:00:00,BTC/USD,103884,104870,103802,104614,73.46737745,7685716.2245543
1737687600,2025-01-24 03:00:00,BTC/USD,103031,104279,102754,103885,27.38660272,2845057.2235672
1737684000,2025-01-24 02:00:00,BTC/USD,103220,103522,102966,103037,19.97400116,2058061.15752292
1737680400,2025-01-24 01:00:00,BTC/USD,103439,103883,103072,103190,77.49861630,7997082.215996999
1737676800,2025-01-24 00:00:00,BTC/USD,103922,104172,103432,103442,12.09727804,1251366.63501368
1737673200,2025-01-23 23:00:00,BTC/USD,104005,104556,103815,103933,88.80267486,9229528.40622438
1737669600,2025-01-23 22:00:00,BTC/USD,103112,104710,103013,104001,226.41264505,23547141.49784505
1737666000,2025-01-23 21:00:00,BTC/USD,103307,103440,102275,103112,259.18376257,26724956.12611784
1737662400,2025-01-23 20:00:00,BTC/USD,103802,106445,102632,103340,819.44801389,84681757.7553926
1737658800,2025-01-23 19:00:00,BTC/USD,105467,105550,103452,103835,54.51304380,5660361.902973
1737655200,2025-01-23 18:00:00,BTC/USD,105962,106157,105160,105467,27.12373205,2860658.64811735
1737651600,2025-01-23 17:00:00,BTC/USD,105166,106252,104256,105949,136.42984039,14454605.159480112
1737648000,2025-01-23 16:00:00,BTC/USD,105295,106848,105052,105168,400.53674810,42123648.7241808
1737644400,2025-01-23 15:00:00,BTC/USD,105174,105776,102680,105247,464.76415629,48915033.157053635
1737640800,2025-01-23 14:00:00,BTC/USD,102457,106010,101969,105172,371.35317465,39055956.084289804
1737637200,2025-01-23 13:00:00,BTC/USD,101603,102651,101273,102462,111.48966682,11423454.24171084
1737633600,2025-01-23 12:00:00,BTC/USD,101905,102089,101386,101590,48.39340663,4916286.1795417005
1737630000,2025-01-23 11:00:00,BTC/USD,101667,102139,101667,101904,58.50205891,5961593.81116464
1737626400,2025-01-23 10:00:00,BTC/USD,101612,102020,101233,101653,41.36863868,4205246.22773804
1737622800,2025-01-23 09:00:00,BTC/USD,102172,102416,101614,101661,30.66316912,3117248.43590832
1737619200,2025-01-23 08:00:00,BTC/USD,102640,102640,102018,102173,63.82530877,6521223.2729572095
1737615600,2025-01-23 07:00:00,BTC/USD,102200,102705,102030,102634,147.25210811,15113072.86376174
1737612000,2025-01-23 06:00:00,BTC/USD,102482,102890,102177,102216,105.00552728,10733244.97645248
1737608400,2025-01-23 05:00:00,BTC/USD,102000,102572,101907,102485,61.92133696,6346008.2183456
1737604800,2025-01-23 04:00:00,BTC/USD,102387,102416,101540,101994,61.24281819,6246399.9984708605
1737601200,2025-01-23 03:00:00,BTC/USD,102584,102929,102140,102390,76.50263399,7833104.694236101
1737597600,2025-01-23 02:00:00,BTC/USD,102891,102913,102046,102599,66.37395440,6809901.3474856
1737594000,2025-01-23 01:00:00,BTC/USD,103244,103579,102550,102871,29.95259827,3081253.73663317
1737590400,2025-01-23 00:00:00,BTC/USD,103659,103766,103014,103262,39.11202404,4038785.8264184804
1737586800,2025-01-22 23:00:00,BTC/USD,103844,104121,103613,103632,18.71313840,1939279.9586687998
1737583200,2025-01-22 22:00:00,BTC/USD,104066,104469,103756,103837,54.35828955,5644401.71200335
1737579600,2025-01-22 21:00:00,BTC/USD,104302,104353,103621,104067,108.65961362,11307880.01059254
1737576000,2025-01-22 20:00:00,BTC/USD,104622,104796,104070,104322,67.94430535,7088085.8227226995
1737572400,2025-01-22 19:00:00,BTC/USD,103901,104708,103849,104622,66.77390181,6986019.155165819
1737568800,2025-01-22 18:00:00,BTC/USD,104373,104670,103765,103901,80.65821044,8380468.722926441
1737565200,2025-01-22 17:00:00,BTC/USD,103699,104604,103662,104373,161.56144079,16862652.25957467
1737561600,2025-01-22 16:00:00,BTC/USD,104182,104200,103322,103711,64.95412355,6736457.107494051
1737558000,2025-01-22 15:00:00,BTC/USD,104433,105136,104000,104200,229.26332219,23889238.172198
1737554400,2025-01-22 14:00:00,BTC/USD,104044,104897,103659,104342,286.70754560,29915638.7229952
1737550800,2025-01-22 13:00:00,BTC/USD,105253,105360,103813,104044,111.04272288,11553329.05932672
1737547200,2025-01-22 12:00:00,BTC/USD,105085,105541,105044,105277,24.05218359,2532141.73180443
1737543600,2025-01-22 11:00:00,BTC/USD,105103,105431,104749,105049,54.13754972,5687095.460536281
1737540000,2025-01-22 10:00:00,BTC/USD,104959,105143,104650,105123,43.54201093,4577266.814994389
1737536400,2025-01-22 09:00:00,BTC/USD,105249,105249,104909,104956,16.72556945,1755448.8671942
1737532800,2025-01-22 08:00:00,BTC/USD,105064,105300,104733,105247,84.27628540,8869826.209493801
1737529200,2025-01-22 07:00:00,BTC/USD,105361,105658,105052,105064,28.09410025,2951678.548666
1737525600,2025-01-22 06:00:00,BTC/USD,105676,105921,105194,105360,62.77729396,6614215.6916256
1737522000,2025-01-22 05:00:00,BTC/USD,105577,105841,105490,105678,7.06922159,747061.19918802
1737518400,2025-01-22 04:00:00,BTC/USD,105607,105807,105316,105578,27.77055695,2931959.8616671
1737514800,2025-01-22 03:00:00,BTC/USD,105573,105902,105573,105598,5.70452367,602386.29050466
1737511200,2025-01-22 02:00:00,BTC/USD,105777,106180,105553,105556,15.02837165,1586334.7978874
1737507600,2025-01-22 01:00:00,BTC/USD,105963,106370,105466,105793,80.36085516,8501615.94994188
1737504000,2025-01-22 00:00:00,BTC/USD,106149,106309,105799,105970,13.37855177,1417725.1310669
1737500400,2025-01-21 23:00:00,BTC/USD,106001,106300,105459,106149,99.49007973,10560772.473259771
1737496800,2025-01-21 22:00:00,BTC/USD,106795,106795,106001,106001,23.25588534,2465147.10192534
1737493200,2025-01-21 21:00:00,BTC/USD,106157,106827,105795,106796,44.66468991,4770010.22362836
1737489600,2025-01-21 20:00:00,BTC/USD,107061,107227,105951,106121,162.46698964,17241159.40758644
1737486000,2025-01-21 19:00:00,BTC/USD,106882,107149,106270,107061,345.72834227,37014022.05176847
1737482400,2025-01-21 18:00:00,BTC/USD,106167,107265,105902,106881,360.66821417,38548579.39870377
1737478800,2025-01-21 17:00:00,BTC/USD,104945,106401,104881,106166,203.39346884,21593471.01286744
1737475200,2025-01-21 16:00:00,BTC/USD,103832,106462,103745,104945,476.42823827,49998761.46524515
1737471600,2025-01-21 15:00:00,BTC/USD,103173,103998,102726,103846,129.90248879,13489853.850886341
1737468000,2025-01-21 14:00:00,BTC/USD,104369,105206,102948,103167,281.11530447,29001822.61625649
1737464400,2025-01-21 13:00:00,BTC/USD,104418,104885,104059,104368,37.57556374,3921686.43641632
1737460800,2025-01-21 12:00:00,BTC/USD,103653,104594,103514,104418,53.56874672,5593541.39500896
1737457200,2025-01-21 11:00:00,BTC/USD,103051,103857,102972,103673,86.44093399,8961590.94954527
1737453600,2025-01-21 10:00:00,BTC/USD,102604,103227,102450,103052,112.82362575,11626700.280789
1737450000,2025-01-21 09:00:00,BTC/USD,102349,102744,102006,102610,19.81096059,2032802.6661399
1737446400,2025-01-21 08:00:00,BTC/USD,101852,102357,101619,102352,22.12170895,2264201.1544504
1737442800,2025-01-21 07:00:00,BTC/USD,102041,102357,101711,101887,39.68482324,4043367.58545388
1737439200,2025-01-21 06:00:00,BTC/USD,101255,102030,101023,102020,29.43832046,3003297.4533292
1737435600,2025-01-21 05:00:00,BTC/USD,102211,102395,101215,101259,107.66751184,10902304.58140656
1737432000,2025-01-21 04:00:00,BTC/USD,102809,102834,101807,102190,18.35257638,1875449.7802721998
1737428400,2025-01-21 03:00:00,BTC/USD,102391,103116,102175,102809,62.90399135,6467096.44670215
1737424800,2025-01-21 02:00:00,BTC/USD,101374,102602,100948,102390,135.88369598,13913131.6313922
1737421200,2025-01-21 01:00:00,BTC/USD,101055,102102,100087,101335,172.52084068,17482399.3903078
1737417600,2025-01-21 00:00:00,BTC/USD,102155,102514,100982,101038,32.50333316,3284071.7758200797
1737414000,2025-01-20 23:00:00,BTC/USD,103487,103553,101630,102141,113.58661757,11601850.70521737
1737410400,2025-01-20 22:00:00,BTC/USD,102522,103676,101725,103466,54.54467937,5643519.79569642
1737406800,2025-01-20 21:00:00,BTC/USD,103528,103962,102475,102475,30.27413714,3102342.2034215
1737403200,2025-01-20 20:00:00,BTC/USD,103566,104191,103255,103520,33.59713016,3477974.9141631997
1737399600,2025-01-20 19:00:00,BTC/USD,103825,103861,102649,103583,55.17988734,5715698.27033922
1737396000,2025-01-20 18:00:00,BTC/USD,102849,104356,102657,103807,153.04775874,15887428.691523181
1737392400,2025-01-20 17:00:00,BTC/USD,106521,106616,100482,102877,996.05475675,102471125.21016975
1737388800,2025-01-20 16:00:00,BTC/USD,104853,106902,103682,106564,249.73592235,26612858.8293054
1737385200,2025-01-20 15:00:00,BTC/USD,107741,107852,104361,104791,355.42903007,37245763.49006537
1737381600,2025-01-20 14:00:00,BTC/USD,107794,107969,107127,107747,89.60577836,9654753.80095492
1737378000,2025-01-20 13:00:00,BTC/USD,106790,107985,106516,107793,55.86308346,6021649.35540378
1737374400,2025-01-20 12:00:00,BTC/USD,108099,108563,105350,106789,136.84687922,14613741.385024581
1737370800,2025-01-20 11:00:00,BTC/USD,107836,108404,107655,108099,60.58680103,6549372.6045419695
1737367200,2025-01-20 10:00:00,BTC/USD,108004,108575,107651,107825,69.93418622,7540653.6291715
1737363600,2025-01-20 09:00:00,BTC/USD,108179,109030,107436,108006,166.17304780,17947686.2006868
1737360000,2025-01-20 08:00:00,BTC/USD,106954,108237,106927,108176,61.41379652,6643498.85234752
1737356400,2025-01-20 07:00:00,BTC/USD,107212,109186,106756,106945,444.01153099,47484813.18172555
1737352800,2025-01-20 06:00:00,BTC/USD,102229,109356,102133,107272,496.74569361,53286904.04493192
1737349200,2025-01-20 05:00:00,BTC/USD,102111,102710,102012,102230,51.56334580,5271320.841134
1737345600,2025-01-20 04:00:00,BTC/USD,101801,102666,101430,102120,58.97919682,6022955.5792584
1737342000,2025-01-20 03:00:00,BTC/USD,101783,102058,101310,101804,72.03992284,7333952.30480336
1737338400,2025-01-20 02:00:00,BTC/USD,100545,102154,100446,101783,28.16711406,2866933.37036898
1737334800,2025-01-20 01:00:00,BTC/USD,99725,100806,99486,100510,41.43498034,4164629.8739734003
1737331200,2025-01-20 00:00:00,BTC/USD,101191,101542,99462,99679,47.05379226,4690274.95868454
1737327600,2025-01-19 23:00:00,BTC/USD,103298,103298,99528,101237,324.52900375,32854342.75263875
1737324000,2025-01-19 22:00:00,BTC/USD,103546,104319,101030,103291,402.00316407,41523308.81995437
1737320400,2025-01-19 21:00:00,BTC/USD,106159,106256,103546,103546,228.89169389,23700819.33553394
1737316800,2025-01-19 20:00:00,BTC/USD,106056,106294,105391,106158,113.60109540,12059665.0854732
1737313200,2025-01-19 19:00:00,BTC/USD,104902,106077,104843,106077,76.65140254,8130950.82723558
1737309600,2025-01-19 18:00:00,BTC/USD,104988,105098,104774,104903,35.69163200,3744159.271696
1737306000,2025-01-19 17:00:00,BTC/USD,104823,105022,104394,104952,15.02860019,1577281.64714088
1737302400,2025-01-19 16:00:00,BTC/USD,104778,105052,104560,104820,30.18715410,3164217.4927620003
1737298800,2025-01-19 15:00:00,BTC/USD,104996,105069,104390,104801,75.17044995,7877938.325209951
1737295200,2025-01-19 14:00:00,BTC/USD,104805,105524,104638,104996,125.87449294,13216318.26072824
1737291600,2025-01-19 13:00:00,BTC/USD,104767,105124,104689,104804,26.61443275,2789299.009931
1737288000,2025-01-19 12:00:00,BTC/USD,104173,104859,104134,104766,92.92829211,9735725.45119626
1737284400,2025-01-19 11:00:00,BTC/USD,104623,105136,104045,104171,99.68320255,10384098.892836051
1737280800,2025-01-19 10:00:00,BTC/USD,105147,105152,104250,104622,92.58245951,9686162.07885522
1737277200,2025-01-19 09:00:00,BTC/USD,104269,105283,103310,105130,220.59314951,23190957.8079863
1737273600,2025-01-19 08:00:00,BTC/USD,104995,104995,104152,104275,61.18493465,6380059.06062875
1737270000,2025-01-19 07:00:00,BTC/USD,105425,105469,104791,105002,65.16008194,6841938.923863879
1737266400,2025-01-19 06:00:00,BTC/USD,105006,105490,104904,105424,36.31754416,3828740.7755238395
1737262800,2025-01-19 05:00:00,BTC/USD,104903,105008,104122,105007,169.96089707,17847083.91862949
1737259200,2025-01-19 04:00:00,BTC/USD,104856,105110,104581,104902,54.94665385,5764013.8821727
1737255600,2025-01-19 03:00:00,BTC/USD,104765,105048,104458,104856,38.49828518,4036776.1908340803
1737252000,2025-01-19 02:00:00,BTC/USD,104380,105313,104380,104780,116.52274475,12209253.194905
1737248400,2025-01-19 01:00:00,BTC/USD,104032,104569,103920,104377,60.60924105,6326210.75307585
1737244800,2025-01-19 00:00:00,BTC/USD,104432,104432,104037,104039,39.21172676,4079548.8403836396
1737241200,2025-01-18 23:00:00,BTC/USD,104198,104604,104198,104436,65.59070950,6850031.337342001
1737237600,2025-01-18 22:00:00,BTC/USD,103807,104215,103770,104195,16.44058613,1713026.87181535
1737234000,2025-01-18 21:00:00,BTC/USD,103930,104159,103807,103807,47.51239294,4932118.97392258
1737230400,2025-01-18 20:00:00,BTC/USD,104268,104382,103679,103930,13.78330513,1432498.9021609
1737226800,2025-01-18 19:00:00,BTC/USD,104001,104369,103978,104268,21.85120360,2278381.2969648
1737223200,2025-01-18 18:00:00,BTC/USD,103723,104317,103706,104001,37.34401347,3883814.74489347
1737219600,2025-01-18 17:00:00,BTC/USD,103165,104107,103165,103705,53.15266435,5512197.05641675
1737216000,2025-01-18 16:00:00,BTC/USD,104501,104611,103088,103200,139.94441996,14442264.139872
1737212400,2025-01-18 15:00:00,BTC/USD,103930,104909,103683,104500,104.41437378,10911302.060010001
1737208800,2025-01-18 14:00:00,BTC/USD,104301,104492,103718,103931,61.50062804,6391821.77282524
1737205200,2025-01-18 13:00:00,BTC/USD,103396,104337,103087,104301,101.24336947,10559784.67909047
1737201600,2025-01-18 12:00:00,BTC/USD,103535,103969,103326,103429,35.18660236,3639315.0954924403
1737198000,2025-01-18 11:00:00,BTC/USD,103117,103799,102872,103521,88.49371834,9160958.21627514
1737194400,2025-01-18 10:00:00,BTC/USD,103091,103233,102777,103149,19.04551779,1964526.1145207102
1737190800,2025-01-18 09:00:00,BTC/USD,103235,103411,103006,103091,12.63713869,1302775.26469079
1737187200,2025-01-18 08:00:00,BTC/USD,102769,103299,102238,103236,34.30864162,3541886.92628232
1737183600,2025-01-18 07:00:00,BTC/USD,103393,103445,102569,102771,31.94000061,3282505.80269031
1737180000,2025-01-18 06:00:00,BTC/USD,102820,103558,102820,103395,24.65280807,2548977.09039765
1737176400,2025-01-18 05:00:00,BTC/USD,103557,103718,102820,102820,109.96798955,11306908.685531
1737172800,2025-01-18 04:00:00,BTC/USD,103557,103682,102659,103557,124.66738220,12910180.0984854
1737169200,2025-01-18 03:00:00,BTC/USD,104333,104469,103053,103558,100.29667836,10386523.41760488
1737165600,2025-01-18 02:00:00,BTC/USD,104298,104507,104262,104346,11.37298664,1186725.6639374401
1737162000,2025-01-18 01:00:00,BTC/USD,104698,104698,104119,104298,30.76168393,3208382.11053114
1737158400,2025-01-18 00:00:00,BTC/USD,104119,104701,104119,104698,20.31921356,2127381.0213048803
1737154800,2025-01-17 23:00:00,BTC/USD,104429,104556,104119,104119,24.73384078,2575262.76817282
1737151200,2025-01-17 22:00:00,BTC/USD,104639,104722,104232,104429,39.62468323,4137966.0450256704
1737147600,2025-01-17 21:00:00,BTC/USD,104725,105087,104509,104639,80.54650273,8428305.49916447
1737144000,2025-01-17 20:00:00,BTC/USD,105913,105928,104584,104723,278.32918251,29147466.97999473
1737140400,2025-01-17 19:00:00,BTC/USD,104897,105932,104758,105912,243.74541007,25815563.871333838
1737136800,2025-01-17 18:00:00,BTC/USD,104151,105000,104072,104894,124.84292191,13095273.45082754
1737133200,2025-01-17 17:00:00,BTC/USD,105043,105313,104047,104145,226.85544160,23625859.965432
1737129600,2025-01-17 16:00:00,BTC/USD,104047,105073,103885,105042,398.03148141,41810022.870269224
1737126000,2025-01-17 15:00:00,BTC/USD,103369,104360,103298,104053,494.36545687,51440208.88369411
1737122400,2025-01-17 14:00:00,BTC/USD,102449,103365,102286,103364,329.96563502,34106567.89820728
1737118800,2025-01-17 13:00:00,BTC/USD,102749,102961,102422,102465,79.77477636,8174122.4597274
1737115200,2025-01-17 12:00:00,BTC/USD,102217,102927,102177,102749,76.20647354,7830138.949761461
1737111600,2025-01-17 11:00:00,BTC/USD,102289,102426,102078,102244,15.39353166,1573896.25104504
1737108000,2025-01-17 10:00:00,BTC/USD,101832,102528,101775,102279,112.68070797,11524870.13046363
1737104400,2025-01-17 09:00:00,BTC/USD,102105,102262,101726,101845,98.78511631,10060770.17059195
1737100800,2025-01-17 08:00:00,BTC/USD,101431,102175,101429,102106,38.31017414,3911698.64073884
1737097200,2025-01-17 07:00:00,BTC/USD,101398,101848,101398,101461,16.36635228,1660546.46868108
1737093600,2025-01-17 06:00:00,BTC/USD,101311,101569,101294,101380,13.58561987,1377310.1424206
1737090000,2025-01-17 05:00:00,BTC/USD,101463,101774,101311,101311,97.85362778,9913648.88401958
1737086400,2025-01-17 04:00:00,BTC/USD,100999,101467,100920,101467,67.50195054,6849220.41544218
1737082800,2025-01-17 03:00:00,BTC/USD,101070,101237,100918,100999,18.93489540,1912405.5005046
1737079200,2025-01-17 02:00:00,BTC/USD,101636,102088,100789,101071,77.10171866,7792747.80668486
1737075600,2025-01-17 01:00:00,BTC/USD,100127,101774,100043,101636,112.62090228,11446338.02413008
1737072000,2025-01-17 00:00:00,BTC/USD,99975,100413,99944,100127,21.24067775,2126765.34107425
1737068400,2025-01-16 23:00:00,BTC/USD,99829,100089,99720,99975,38.27186763,3826229.9663092503
1737064800,2025-01-16 22:00:00,BTC/USD,100125,100125,99383,99833,51.16846154,5108301.02092282
1737061200,2025-01-16 21:00:00,BTC/USD,100373,100388,99732,100137,111.54429907,11169711.47597259
1737057600,2025-01-16 20:00:00,BTC/USD,100397,100640,100274,100346,122.33592082,12275920.31060372
1737054000,2025-01-16 19:00:00,BTC/USD,99580,100414,99387,100394,95.45000414,9582607.71563116
1737050400,2025-01-16 18:00:00,BTC/USD,99822,100039,99250,99581,55.26410217,5503254.55819077
1737046800,2025-01-16 17:00:00,BTC/USD,99340,100340,99180,99822,192.20967470,19186754.147903398
1737043200,2025-01-16 16:00:00,BTC/USD,99251,99846,99075,99372,280.53156824,27876982.99914528
1737039600,2025-01-16 15:00:00,BTC/USD,97549,99251,97319,99251,161.78228860,16057053.925838599
1737036000,2025-01-16 14:00:00,BTC/USD,99063,99380,97483,97536,167.60020465,16347053.560742399
1737032400,2025-01-16 13:00:00,BTC/USD,99363,99400,98788,99060,102.21718577,10125634.4223762
1737028800,2025-01-16 12:00:00,BTC/USD,99132,99466,98886,99362,55.19303889,5484090.73018818
1737025200,2025-01-16 11:00:00,BTC/USD,99189,99307,98719,99135,37.35751847,3703437.59352345
1737021600,2025-01-16 10:00:00,BTC/USD,99118,99383,99094,99182,13.33823543,1322912.86641826
1737018000,2025-01-16 09:00:00,BTC/USD,98954,99284,98643,99117,37.43428588,3710374.1135679595
1737014400,2025-01-16 08:00:00,BTC/USD,99781,99802,98622,98953,80.07857247,7924014.981623909
1737010800,2025-01-16 07:00:00,BTC/USD,99779,99831,99642,99772,5.73088091,571781.45015252
1737007200,2025-01-16 06:00:00,BTC/USD,99370,99869,99295,99780,34.85429589,3477761.6439042003
1737003600,2025-01-16 05:00:00,BTC/USD,99599,99599,99346,99373,6.33701919,629728.6079678701
1737000000,2025-01-16 04:00:00,BTC/USD,99455,99686,99455,99602,11.28162474,1123672.38735348
1736996400,2025-01-16 03:00:00,BTC/USD,99634,99837,99168,99455,23.71099704,2358177.2106132
1736992800,2025-01-16 02:00:00,BTC/USD,100085,100122,99482,99611,32.13566606,3201065.83190266
1736989200,2025-01-16 01:00:00,BTC/USD,99896,100209,99852,100089,11.07725584,1108711.45976976
1736985600,2025-01-16 00:00:00,BTC/USD,100512,100860,99647,99873,90.86963760,9075423.3160248
1736982000,2025-01-15 23:00:00,BTC/USD,99750,100521,99646,100512,59.50294962,5980760.4722054405
1736978400,2025-01-15 22:00:00,BTC/USD,99716,99844,99580,99721,11.44190382,1140998.09083422
1736974800,2025-01-15 21:00:00,BTC/USD,99609,99885,99512,99694,79.64990876,7940618.00391944
1736971200,2025-01-15 20:00:00,BTC/USD,99870,100715,99484,99618,228.05187853,22718072.03540154
1736967600,2025-01-15 19:00:00,BTC/USD,99451,99985,99307,99870,109.17361291,10903168.7213217
1736964000,2025-01-15 18:00:00,BTC/USD,98655,99475,98655,99475,83.24556844,8280852.920569
1736960400,2025-01-15 17:00:00,BTC/USD,99001,99348,98623,98650,58.43951332,5765057.989018001
1736956800,2025-01-15 16:00:00,BTC/USD,98986,99489,98897,99000,98.98752754,9799765.22646
1736953200,2025-01-15 15:00:00,BTC/USD,99459,99769,98967,98985,320.25637962,31700577.7366857
1736949600,2025-01-15 14:00:00,BTC/USD,98962,99502,98611,99427,191.94231517,19084248.57040759
1736946000,2025-01-15 13:00:00,BTC/USD,96887,99026,96810,98938,166.13370979,16436936.979203021
1736942400,2025-01-15 12:00:00,BTC/USD,96724,97127,96516,96887,30.49392858,2954465.2583304597
1736938800,2025-01-15 11:00:00,BTC/USD,96891,96891,96515,96728,15.27533590,1477552.6909352
1736935200,2025-01-15 10:00:00,BTC/USD,96786,97102,96712,96890,9.50887723,921315.1148147
1736931600,2025-01-15 09:00:00,BTC/USD,97176,97313,96759,96792,36.68183292,3550507.97199264
1736928000,2025-01-15 08:00:00,BTC/USD,97279,97481,97122,97176,7.06704691,686747.35052616
1736924400,2025-01-15 07:00:00,BTC/USD,97049,97534,97049,97269,36.96312228,3595365.94105332
1736920800,2025-01-15 06:00:00,BTC/USD,96989,97099,96809,97049,4.49177231,435922.01091319
1736917200,2025-01-15 05:00:00,BTC/USD,97153,97202,96736,96989,19.41021789,1882577.6229332099
1736913600,2025-01-15 04:00:00,BTC/USD,97271,97657,97061,97154,49.66799564,4825444.44840856
1736910000,2025-01-15 03:00:00,BTC/USD,96804,97269,96736,97269,72.07224376,7010395.07829144
1736906400,2025-01-15 02:00:00,BTC/USD,97325,97404,96725,96785,37.66762483,3645661.06917155
1736902800,2025-01-15 01:00:00,BTC/USD,96764,97493,96764,97339,38.27369813,3725523.50227607
1736899200,2025-01-15 00:00:00,BTC/USD,96560,97293,96474,96892,47.41810205,4594434.7438286
1736895600,2025-01-14 23:00:00,BTC/USD,96652,96748,96470,96523,20.22986203,1952646.9727216898
1736892000,2025-01-14 22:00:00,BTC/USD,96434,96722,96402,96685,10.91426865,1055246.06442525
1736888400,2025-01-14 21:00:00,BTC/USD,96432,96631,96280,96427,37.03323939,3571004.1746595297
1736884800,2025-01-14 20:00:00,BTC/USD,96547,96863,96101,96459,104.24372536,10055245.50450024
1736881200,2025-01-14 19:00:00,BTC/USD,96721,97051,96422,96487,131.92144894,12728704.84387378
1736877600,2025-01-14 18:00:00,BTC/USD,96465,96920,96238,96722,97.71709221,9451392.59273562
1736874000,2025-01-14 17:00:00,BTC/USD,95657,96508,95532,96482,10.63526451,1026111.5904538201
1736870400,2025-01-14 16:00:00,BTC/USD,96420,96420,95332,95687,77.42023403,7408109.93362861
1736866800,2025-01-14 15:00:00,BTC/USD,96256,96898,96190,96437,81.82372027,7890834.111677989
1736863200,2025-01-14 14:00:00,BTC/USD,96355,97188,96013,96157,122.48677326,11777960.65636182
1736859600,2025-01-14 13:00:00,BTC/USD,95961,97183,95742,96324,151.70968970,14613284.1506628
1736856000,2025-01-14 12:00:00,BTC/USD,96621,96621,95961,95961,48.50516724,4654604.353517639
1736852400,2025-01-14 11:00:00,BTC/USD,96618,96647,96330,96500,16.69230234,1610807.1758100002
1736848800,2025-01-14 10:00:00,BTC/USD,97149,97171,96573,96648,44.18390669,4270286.21377512
1736845200,2025-01-14 09:00:00,BTC/USD,95468,97339,95468,97120,138.08133631,13410459.3824272
1736841600,2025-01-14 08:00:00,BTC/USD,94827,95765,94827,95469,105.91893899,10111975.18643631
1736838000,2025-01-14 07:00:00,BTC/USD,94996,95113,94804,94832,5.26852000,499624.28864
1736834400,2025-01-14 06:00:00,BTC/USD,94942,94973,94737,94973,13.75296105,1306159.96980165
1736830800,2025-01-14 05:00:00,BTC/USD,95079,95421,94867,94867,62.16154575,5897079.360665251
1736827200,2025-01-14 04:00:00,BTC/USD,94865,95114,94805,95087,4.26621501,405661.58665586996
1736823600,2025-01-14 03:00:00,BTC/USD,94852,95085,94805,94835,22.42906849,2127060.7102491497
1736820000,2025-01-14 02:00:00,BTC/USD,94838,95229,94713,94854,65.50672838,6213575.21375652
1736816400,2025-01-14 01:00:00,BTC/USD,94463,94987,94463,94815,63.52376362,6023005.647630299
1736812800,2025-01-14 00:00:00,BTC/USD,94537,94822,94345,94452,41.38367104,3908770.49707008
1736809200,2025-01-13 23:00:00,BTC/USD,94419,94566,94172,94505,25.81901680,2440026.182684
1736805600,2025-01-13 22:00:00,BTC/USD,94177,94669,94137,94353,118.65946039,11195876.06617767
1736802000,2025-01-13 21:00:00,BTC/USD,93567,94417,93394,94168,79.11298478,7449911.550763041
1736798400,2025-01-13 20:00:00,BTC/USD,92258,93732,91851,93542,116.40105641,10888387.61870422
1736794800,2025-01-13 19:00:00,BTC/USD,92029,92460,91571,92277,67.37119248,6216811.52847696
1736791200,2025-01-13 18:00:00,BTC/USD,91933,92359,91536,92031,57.07119203,5252318.87371293
1736787600,2025-01-13 17:00:00,BTC/USD,91278,92246,91197,91865,19.83488250,1822131.4808625
1736784000,2025-01-13 16:00:00,BTC/USD,92133,92223,91212,91281,46.72916719,4265485.11027039
1736780400,2025-01-13 15:00:00,BTC/USD,91764,93062,91526,92102,95.56364287,8801602.63561274
1736776800,2025-01-13 14:00:00,BTC/USD,91049,92196,89164,91768,306.26475509,28105304.04509912
1736773200,2025-01-13 13:00:00,BTC/USD,90652,91687,90490,91049,73.08255093,6654093.17962557
1736769600,2025-01-13 12:00:00,BTC/USD,90764,91201,90204,90633,320.63169566,29059812.47275278
1736766000,2025-01-13 11:00:00,BTC/USD,91568,91689,90754,90775,178.71915842,16223231.605575502
1736762400,2025-01-13 10:00:00,BTC/USD,92798,92798,91310,91543,104.48603340,9564964.9555362
1736758800,2025-01-13 09:00:00,BTC/USD,92973,93123,92612,92801,41.79307046,3878438.7317584604
1736755200,2025-01-13 08:00:00,BTC/USD,93521,93584,92851,92981,20.09887245,1868813.25927345
1736751600,2025-01-13 07:00:00,BTC/USD,93607,93867,93433,93479,11.61937365,1086167.42942835
1736748000,2025-01-13 06:00:00,BTC/USD,94136,94265,93239,93538,51.14448189,4783952.5470268205
1736744400,2025-01-13 05:00:00,BTC/USD,94433,94440,94001,94123,19.38513780,1824587.3251494
1736740800,2025-01-13 04:00:00,BTC/USD,94224,94828,94169,94506,83.44220491,7885789.01722446
1736737200,2025-01-13 03:00:00,BTC/USD,94196,94346,93951,94225,8.09763974,763000.1045015
