unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1712952000,2024-04-12 20:00:00,BTC/USD,66861,67480,66731,67115,99.04488732,6647397.6124818
1712948400,2024-04-12 19:00:00,BTC/USD,66484,67306,66335,66856,165.13509531,11040271.93204536
1712944800,2024-04-12 18:00:00,BTC/USD,68098,68331,65230,66500,753.14303454,50084011.79691
1712941200,2024-04-12 17:00:00,BTC/USD,68764,68909,67402,68127,347.57571432,23679290.68947864
1712937600,2024-04-12 16:00:00,BTC/USD,69299,69554,68608,68782,321.50344174,22113649.72976068
1712934000,2024-04-12 15:00:00,BTC/USD,69210,69697,69192,69316,101.71041606,7050159.19961496
1712930400,2024-04-12 14:00:00,BTC/USD,69830,70049,69178,69210,178.86848292,12379487.7028932
1712926800,2024-04-12 13:00:00,BTC/USD,70469,70469,69623,69887,109.21388134,7632630.52520858
1712923200,2024-04-12 12:00:00,BTC/USD,70881,70963,70335,70526,150.34061796,10602922.42224696
1712919600,2024-04-12 11:00:00,BTC/USD,70770,70948,70728,70882,12.71954338,901586.67386116
1712916000,2024-04-12 10:00:00,BTC/USD,70643,70835,70582,70768,19.77182204,1399212.30212672
1712912400,2024-04-12 09:00:00,BTC/USD,70773,70852,70530,70641,49.66976199,3508721.6567355897
1712908800,2024-04-12 08:00:00,BTC/USD,70764,70886,70624,70781,43.85028991,3103767.37011971
1712905200,2024-04-12 07:00:00,BTC/USD,70880,70955,70589,70768,50.07018014,3543366.50814752
1712901600,2024-04-12 06:00:00,BTC/USD,70972,71024,70743,70866,55.15819441,3908840.60505906
1712898000,2024-04-12 05:00:00,BTC/USD,71120,71167,70908,70972,14.78694389,1049458.98176108
1712894400,2024-04-12 04:00:00,BTC/USD,70995,71236,70831,71131,116.05657050,8255219.9162355
1712890800,2024-04-12 03:00:00,BTC/USD,70647,71031,70647,71010,61.04582079,4334863.7342979
1712887200,2024-04-12 02:00:00,BTC/USD,70290,70779,70208,70656,45.38838116,3206961.45924096
1712883600,2024-04-12 01:00:00,BTC/USD,70301,70354,70121,70285,8.21340601,577279.24141285
1712880000,2024-04-12 00:00:00,BTC/USD,70019,70353,70007,70307,40.91265245,2876445.8558021504
1712876400,2024-04-11 23:00:00,BTC/USD,70173,70225,69848,70015,72.43157560,5071296.765634
1712872800,2024-04-11 22:00:00,BTC/USD,70159,70295,70030,70173,33.91159801,2379678.56715573
1712869200,2024-04-11 21:00:00,BTC/USD,70497,70522,70075,70140,18.90417164,1325938.5988296
1712865600,2024-04-11 20:00:00,BTC/USD,70483,70769,70387,70502,71.65765056,5052007.679781119
1712862000,2024-04-11 19:00:00,BTC/USD,70103,70543,70014,70489,143.47627953,10113499.46779017
1712858400,2024-04-11 18:00:00,BTC/USD,70199,70412,69949,70099,42.37712064,2970593.77974336
1712854800,2024-04-11 17:00:00,BTC/USD,70007,70403,69973,70208,86.60973472,6080696.255221761
1712851200,2024-04-11 16:00:00,BTC/USD,69995,70122,69568,70006,191.24805160,13388511.1003096
1712847600,2024-04-11 15:00:00,BTC/USD,69574,70011,69555,69993,43.99391466,3079266.06879738
1712844000,2024-04-11 14:00:00,BTC/USD,70270,70346,69580,69580,165.62452399,11524154.3792242
1712840400,2024-04-11 13:00:00,BTC/USD,70856,70991,69680,70278,198.44190997,13946100.54887166
1712836800,2024-04-11 12:00:00,BTC/USD,70000,71074,69916,70864,115.00621563,8149800.46440432
1712833200,2024-04-11 11:00:00,BTC/USD,70443,70596,69865,70007,51.79185097,3625792.11085679
1712829600,2024-04-11 10:00:00,BTC/USD,70599,70777,70412,70431,34.53341040,2432222.6278824
1712826000,2024-04-11 09:00:00,BTC/USD,71044,71044,70599,70613,67.23303494,4747526.29621822
1712822400,2024-04-11 08:00:00,BTC/USD,70745,71244,70641,71051,69.32551125,4925646.89982375
1712818800,2024-04-11 07:00:00,BTC/USD,70743,71287,70739,70742,81.25029613,5747808.44882846
1712815200,2024-04-11 06:00:00,BTC/USD,70574,70832,70574,70708,36.78199832,2600781.53721056
1712811600,2024-04-11 05:00:00,BTC/USD,70613,70680,70454,70592,12.73694618,899126.5047385601
1712808000,2024-04-11 04:00:00,BTC/USD,70871,70871,70403,70616,53.84591781,3802383.33207096
1712804400,2024-04-11 03:00:00,BTC/USD,70991,71014,70793,70841,18.32938010,1298471.6156641
1712800800,2024-04-11 02:00:00,BTC/USD,70566,71049,70506,70998,99.11597446,7037035.9547110805
1712797200,2024-04-11 01:00:00,BTC/USD,70520,70758,70470,70564,183.77320614,12967772.51806296
1712793600,2024-04-11 00:00:00,BTC/USD,70638,70638,70274,70511,83.73382650,5904155.8403415
1712790000,2024-04-10 23:00:00,BTC/USD,70584,70803,70486,70630,24.57212182,1735528.9641465999
1712786400,2024-04-10 22:00:00,BTC/USD,70027,71150,70027,70540,131.64384837,9286157.0640198
1712782800,2024-04-10 21:00:00,BTC/USD,69804,70030,69592,70026,154.92046587,10848460.543012619
1712779200,2024-04-10 20:00:00,BTC/USD,70075,70130,69741,69818,42.49174092,2966688.36755256
1712775600,2024-04-10 19:00:00,BTC/USD,69335,70075,69227,70075,89.32965018,6259775.2363635
1712772000,2024-04-10 18:00:00,BTC/USD,69355,69418,69075,69312,36.86240849,2555007.25725888
1712768400,2024-04-10 17:00:00,BTC/USD,69552,69915,69163,69324,187.86777903,13023745.91347572
1712764800,2024-04-10 16:00:00,BTC/USD,68645,69574,68560,69517,266.60526113,18533597.937974207
1712761200,2024-04-10 15:00:00,BTC/USD,68680,68744,68285,68663,97.50021101,6694656.98857963
1712757600,2024-04-10 14:00:00,BTC/USD,68208,68956,67954,68695,308.66506265,21203746.47874175
1712754000,2024-04-10 13:00:00,BTC/USD,67875,68257,67482,68221,158.28101842,10798089.357630821
1712750400,2024-04-10 12:00:00,BTC/USD,69043,69190,67527,67932,374.16828856,25418000.17845792
1712746800,2024-04-10 11:00:00,BTC/USD,68927,69114,68853,69045,20.54334963,1418415.57520335
1712743200,2024-04-10 10:00:00,BTC/USD,69133,69176,68645,68935,57.79562385,3984141.33009975
1712739600,2024-04-10 09:00:00,BTC/USD,69010,69157,68915,69129,9.69838703,670439.79699687
1712736000,2024-04-10 08:00:00,BTC/USD,69310,69313,68808,68983,129.03242440,8901043.7323852
1712732400,2024-04-10 07:00:00,BTC/USD,69365,69513,69294,69328,14.36057308,995589.81049024
1712728800,2024-04-10 06:00:00,BTC/USD,69240,69464,69210,69363,9.12565330,632982.6898479
1712725200,2024-04-10 05:00:00,BTC/USD,69123,69380,69123,69241,28.53723938,1975946.9919105798
1712721600,2024-04-10 04:00:00,BTC/USD,69145,69180,69000,69123,24.17315906,1670921.27370438
1712718000,2024-04-10 03:00:00,BTC/USD,68663,69156,68631,69145,81.47232187,5633403.69570115
1712714400,2024-04-10 02:00:00,BTC/USD,69247,69564,68484,68646,150.03304426,10299168.35627196
1712710800,2024-04-10 01:00:00,BTC/USD,69103,69246,68595,69246,76.14131128,5272481.24089488
1712707200,2024-04-10 00:00:00,BTC/USD,69100,69280,69008,69122,20.49571312,1416704.6822806401
1712703600,2024-04-09 23:00:00,BTC/USD,69302,69312,68866,69135,79.85602113,5520846.02082255
1712700000,2024-04-09 22:00:00,BTC/USD,69203,69384,69120,69303,81.73366043,5664387.86878029
1712696400,2024-04-09 21:00:00,BTC/USD,69157,69230,68910,69186,17.73901302,1227291.35480172
1712692800,2024-04-09 20:00:00,BTC/USD,68939,69197,68939,69129,39.41336566,2724606.55471014
1712689200,2024-04-09 19:00:00,BTC/USD,68840,69146,68642,69001,138.37864441,9548264.84293441
1712685600,2024-04-09 18:00:00,BTC/USD,68794,68982,68747,68857,113.40787688,7808926.178326161
1712682000,2024-04-09 17:00:00,BTC/USD,68584,68930,68217,68790,193.90135639,13338474.3060681
1712678400,2024-04-09 16:00:00,BTC/USD,69244,69289,68489,68579,32.20847598,2208825.0742324204
1712674800,2024-04-09 15:00:00,BTC/USD,69330,69339,68544,69239,266.58982517,18458412.90494563
1712671200,2024-04-09 14:00:00,BTC/USD,69933,70420,68619,69330,358.27660405,24839316.9587865
1712667600,2024-04-09 13:00:00,BTC/USD,70701,70912,69940,69949,161.04187446,11264718.07660254
1712664000,2024-04-09 12:00:00,BTC/USD,70797,70948,70647,70681,36.75137165,2597623.69959365
1712660400,2024-04-09 11:00:00,BTC/USD,70603,70898,70603,70792,44.40378331,3143432.62808152
1712656800,2024-04-09 10:00:00,BTC/USD,70427,70690,70270,70580,47.71581259,3367782.0526022
1712653200,2024-04-09 09:00:00,BTC/USD,70524,70878,70294,70439,74.15875190,5223668.3250841
1712649600,2024-04-09 08:00:00,BTC/USD,70398,70614,69635,70506,208.46721236,14698189.27465416
1712646000,2024-04-09 07:00:00,BTC/USD,70791,70924,70197,70394,46.67377871,3285553.97851174
1712642400,2024-04-09 06:00:00,BTC/USD,71057,71289,70606,70772,98.00016883,6935667.94843676
1712638800,2024-04-09 05:00:00,BTC/USD,71191,71321,70972,71058,35.07971419,2492694.33091302
1712635200,2024-04-09 04:00:00,BTC/USD,71288,71322,70929,71203,53.36627370,3799838.7862611
1712631600,2024-04-09 03:00:00,BTC/USD,71485,71639,71202,71277,38.93158410,2774926.5198957003
1712628000,2024-04-09 02:00:00,BTC/USD,71281,71605,71162,71471,35.15131988,2512299.98314348
1712624400,2024-04-09 01:00:00,BTC/USD,71434,71460,70877,71286,71.62623832,5105948.02487952
1712620800,2024-04-09 00:00:00,BTC/USD,71623,71748,71339,71422,47.19928849,3371067.5825327802
1712617200,2024-04-08 23:00:00,BTC/USD,71901,71984,71602,71613,66.60228928,4769589.742208639
1712613600,2024-04-08 22:00:00,BTC/USD,71659,71940,71594,71913,33.33341465,2397105.84772545
1712610000,2024-04-08 21:00:00,BTC/USD,71705,71888,71618,71685,25.10222722,1799453.1582656999
1712606400,2024-04-08 20:00:00,BTC/USD,71778,71787,71491,71706,46.19258312,3312285.3652027203
1712602800,2024-04-08 19:00:00,BTC/USD,71913,71998,71550,71738,70.54412847,5060694.68818086
1712599200,2024-04-08 18:00:00,BTC/USD,71703,72136,71681,71929,60.54005729,4354585.78081241
1712595600,2024-04-08 17:00:00,BTC/USD,71736,71807,71306,71709,79.32738954,5688487.77652386
1712592000,2024-04-08 16:00:00,BTC/USD,71770,72010,71568,71749,33.42581468,2398268.7774753203
1712588400,2024-04-08 15:00:00,BTC/USD,71708,71983,71580,71781,53.28384092,3824767.38507852
1712584800,2024-04-08 14:00:00,BTC/USD,71923,71976,71245,71708,176.78788991,12677106.009666279
1712581200,2024-04-08 13:00:00,BTC/USD,72154,72273,71691,71939,184.52086498,13274246.50579622
1712577600,2024-04-08 12:00:00,BTC/USD,72372,72756,72076,72154,185.89109395,13412785.9928683
1712574000,2024-04-08 11:00:00,BTC/USD,72302,72606,72188,72370,116.70485231,8445930.1616747
1712570400,2024-04-08 10:00:00,BTC/USD,72165,72356,71778,72302,138.94827784,10046238.38438768
1712566800,2024-04-08 09:00:00,BTC/USD,71946,72573,71665,72165,228.07890699,16459314.32293335
1712563200,2024-04-08 08:00:00,BTC/USD,70708,72079,70644,71948,273.98542183,19712703.12982484
1712559600,2024-04-08 07:00:00,BTC/USD,69797,70832,69796,70702,160.24610506,11329720.11995212
1712556000,2024-04-08 06:00:00,BTC/USD,69727,69817,69664,69803,21.32009603,1488206.6631820898
1712552400,2024-04-08 05:00:00,BTC/USD,69408,69796,69405,69719,32.01972827,2232383.43525613
1712548800,2024-04-08 04:00:00,BTC/USD,69471,69504,69284,69395,5.63561204,391083.2975158
1712545200,2024-04-08 03:00:00,BTC/USD,69229,69486,69131,69457,45.09779854,3132357.79319278
1712541600,2024-04-08 02:00:00,BTC/USD,69385,69427,69139,69225,66.27069945,4587589.169426249
1712538000,2024-04-08 01:00:00,BTC/USD,69310,69814,69281,69444,94.27846940,6547074.0290136
1712534400,2024-04-08 00:00:00,BTC/USD,69336,69440,69073,69340,49.83818811,3455779.9635473997
1712530800,2024-04-07 23:00:00,BTC/USD,69213,69464,69191,69358,41.58096805,2883972.7820119
1712527200,2024-04-07 22:00:00,BTC/USD,69052,69339,68924,69214,62.27600085,4310371.122831901
1712523600,2024-04-07 21:00:00,BTC/USD,69319,69422,69040,69046,12.31877935,850562.4390001
1712520000,2024-04-07 20:00:00,BTC/USD,69073,69422,68996,69322,18.03284048,1250072.5677545602
1712516400,2024-04-07 19:00:00,BTC/USD,69370,69509,68915,69079,72.20041532,4987532.48989028
1712512800,2024-04-07 18:00:00,BTC/USD,69817,69829,69277,69409,51.02011103,3541254.88648127
1712509200,2024-04-07 17:00:00,BTC/USD,70052,70108,69689,69809,129.84535243,9064374.207785869
1712505600,2024-04-07 16:00:00,BTC/USD,69558,70310,69515,70069,63.51437650,4450388.8469785
1712502000,2024-04-07 15:00:00,BTC/USD,69583,69881,69387,69568,72.01978454,5010272.370878721
1712498400,2024-04-07 14:00:00,BTC/USD,69366,69664,69247,69587,52.69077591,3666593.02324917
1712494800,2024-04-07 13:00:00,BTC/USD,69365,69554,69314,69372,29.98776335,2080311.1191162001
1712491200,2024-04-07 12:00:00,BTC/USD,69384,69429,69239,69366,5.48997190,380817.3908154
1712487600,2024-04-07 11:00:00,BTC/USD,69388,69432,69239,69374,21.68241620,1504195.9414587999
1712484000,2024-04-07 10:00:00,BTC/USD,69323,69505,69258,69348,13.18961711,914673.5673442801
1712480400,2024-04-07 09:00:00,BTC/USD,69384,69491,69247,69318,12.85033623,890759.60679114
1712476800,2024-04-07 08:00:00,BTC/USD,69388,69411,69388,69411,0.06931737,4811.3879690700005
1712473200,2024-04-07 07:00:00,BTC/USD,69275,69492,69251,69390,29.22516085,2027933.9113815
1712469600,2024-04-07 06:00:00,BTC/USD,69422,69448,69177,69262,7.49682877,519245.35426774
1712466000,2024-04-07 05:00:00,BTC/USD,69341,69494,69303,69421,7.98783599,554523.56226179
1712462400,2024-04-07 04:00:00,BTC/USD,69432,69521,69112,69342,87.83701083,6090794.0049738595
1712458800,2024-04-07 03:00:00,BTC/USD,69330,69534,69266,69441,10.47661977,727506.95344857
1712455200,2024-04-07 02:00:00,BTC/USD,69614,69781,69330,69338,101.61891742,7046052.49606796
1712451600,2024-04-07 01:00:00,BTC/USD,69033,69647,69003,69570,90.08595783,6267280.0862331
1712448000,2024-04-07 00:00:00,BTC/USD,68907,69164,68858,69032,130.43146128,9003944.63508096
1712444400,2024-04-06 23:00:00,BTC/USD,69093,69680,68845,68917,104.36837358,7192755.20201286
1712440800,2024-04-06 22:00:00,BTC/USD,68323,69093,68307,69070,55.11469705,3806772.1252435
1712437200,2024-04-06 21:00:00,BTC/USD,68411,68454,68322,68331,21.85855408,1493616.85884048
1712433600,2024-04-06 20:00:00,BTC/USD,68298,68413,68200,68412,29.33058177,2006563.76004924
1712430000,2024-04-06 19:00:00,BTC/USD,68325,68438,68238,68280,28.55570524,1949783.5537872
1712426400,2024-04-06 18:00:00,BTC/USD,68319,68400,68216,68328,29.92823580,2044936.4957424
1712422800,2024-04-06 17:00:00,BTC/USD,68155,68495,68056,68314,44.87992248,3065927.02429872
1712419200,2024-04-06 16:00:00,BTC/USD,68126,68188,67971,68161,16.98819269,1157932.2019430902
1712415600,2024-04-06 15:00:00,BTC/USD,68016,68306,67916,68125,43.69184254,2976506.7730375
1712412000,2024-04-06 14:00:00,BTC/USD,67726,68092,67714,68016,47.20299980,3210559.2343968
1712408400,2024-04-06 13:00:00,BTC/USD,67764,67767,67589,67728,11.68313037,791275.05369936
1712404800,2024-04-06 12:00:00,BTC/USD,67691,67818,67629,67769,13.55207876,918410.8254864401
1712401200,2024-04-06 11:00:00,BTC/USD,67856,67925,67654,67679,17.17718020,1162534.3787558
1712397600,2024-04-06 10:00:00,BTC/USD,67816,67911,67759,67864,12.04571889,817470.6667509599
1712394000,2024-04-06 09:00:00,BTC/USD,68039,68136,67801,67829,41.73978927,2831168.16639483
1712390400,2024-04-06 08:00:00,BTC/USD,68022,68141,67899,68035,13.12904228,893234.3915198001
1712386800,2024-04-06 07:00:00,BTC/USD,68141,68208,67973,68026,19.31153621,1313686.56222146
1712383200,2024-04-06 06:00:00,BTC/USD,68061,68193,67914,68143,14.55204732,991620.16052676
1712379600,2024-04-06 05:00:00,BTC/USD,67783,68243,67763,68058,58.33075455,3969874.4931639
1712376000,2024-04-06 04:00:00,BTC/USD,67838,67843,67644,67778,5.78903777,392369.40197506
1712372400,2024-04-06 03:00:00,BTC/USD,67616,67912,67616,67828,5.55677081,376904.65050067997
1712368800,2024-04-06 02:00:00,BTC/USD,67736,67809,67476,67617,48.53528228,3281810.18192676
1712365200,2024-04-06 01:00:00,BTC/USD,67944,68020,67700,67728,6.30262106,426863.91915168
1712361600,2024-04-06 00:00:00,BTC/USD,67851,68085,67718,67934,39.93886607,2713206.9275993803
1712358000,2024-04-05 23:00:00,BTC/USD,67671,68000,67647,67857,22.03452174,1495196.54171118
1712354400,2024-04-05 22:00:00,BTC/USD,67538,67860,67520,67654,16.59407796,1122655.75030584
1712350800,2024-04-05 21:00:00,BTC/USD,67642,67865,67558,67571,13.00514283,878770.5061659301
1712347200,2024-04-05 20:00:00,BTC/USD,67412,67791,67378,67663,84.96280236,5748838.0960846795
1712343600,2024-04-05 19:00:00,BTC/USD,67638,68061,67422,67422,193.68416326,13058573.65531572
1712340000,2024-04-05 18:00:00,BTC/USD,67467,67730,67287,67644,60.19297831,4071693.82480164
1712336400,2024-04-05 17:00:00,BTC/USD,67991,68040,67378,67464,102.71927520,6929853.1820928
1712332800,2024-04-05 16:00:00,BTC/USD,68224,68413,67729,68004,72.81440368,4951670.70785472
1712329200,2024-04-05 15:00:00,BTC/USD,68175,68300,67677,68250,137.71976682,9399374.085465
1712325600,2024-04-05 14:00:00,BTC/USD,67528,68627,67367,68183,384.28677036,26201824.86345588
1712322000,2024-04-05 13:00:00,BTC/USD,66910,67621,66548,67546,217.18981471,14670303.22440166
1712318400,2024-04-05 12:00:00,BTC/USD,66513,66919,65999,66913,222.06059552,14858740.62802976
1712314800,2024-04-05 11:00:00,BTC/USD,67051,67087,66415,66498,35.25737397,2344544.85425706
1712311200,2024-04-05 10:00:00,BTC/USD,66819,67217,66715,67047,8.80032288,590035.24813536
1712307600,2024-04-05 09:00:00,BTC/USD,67107,67113,66397,66814,88.13449325,5888618.0320055
1712304000,2024-04-05 08:00:00,BTC/USD,66935,67661,66919,67136,55.97566872,3757982.49518592
1712300400,2024-04-05 07:00:00,BTC/USD,67160,67160,66846,66930,20.22773496,1353842.3008728
1712296800,2024-04-05 06:00:00,BTC/USD,66922,67183,66800,67159,67.99612939,4566552.053703009
1712293200,2024-04-05 05:00:00,BTC/USD,67653,67780,66431,66907,120.29603700,8048646.947559
1712289600,2024-04-05 04:00:00,BTC/USD,67882,68049,67492,67663,39.04409627,2641840.6859170096
1712286000,2024-04-05 03:00:00,BTC/USD,67609,68070,67609,67882,45.07992090,3060115.1905338
1712282400,2024-04-05 02:00:00,BTC/USD,68208,68208,67497,67630,144.03938798,9741383.8090874
1712278800,2024-04-05 01:00:00,BTC/USD,68639,68640,67876,68209,6.82314510,465399.90412589995
1712275200,2024-04-05 00:00:00,BTC/USD,68522,68767,68200,68653,42.05568687,2887249.0706861103
1712271600,2024-04-04 23:00:00,BTC/USD,67949,68569,67918,68538,83.48049078,5721585.87707964
1712268000,2024-04-04 22:00:00,BTC/USD,67838,68072,67628,67952,18.35992844,1247593.85735488
1712264400,2024-04-04 21:00:00,BTC/USD,67972,68162,67530,67819,21.74132375,1474474.83540125
1712260800,2024-04-04 20:00:00,BTC/USD,68520,68598,67362,67953,173.54025626,11792581.03363578
1712257200,2024-04-04 19:00:00,BTC/USD,68626,69178,68388,68498,203.99050092,13972941.33201816
1712253600,2024-04-04 18:00:00,BTC/USD,68896,69328,68558,68621,283.46827305,19451876.36496405
1712250000,2024-04-04 17:00:00,BTC/USD,67864,68940,67777,68848,107.29956087,7387360.16677776
1712246400,2024-04-04 16:00:00,BTC/USD,67696,68185,67552,67849,131.91649769,8950402.45176881
1712242800,2024-04-04 15:00:00,BTC/USD,67733,67846,67484,67655,106.53914712,7207905.9984035995
1712239200,2024-04-04 14:00:00,BTC/USD,67273,67973,67120,67733,236.36321435,16009589.59756855
1712235600,2024-04-04 13:00:00,BTC/USD,66718,67516,66700,67273,272.55895568,18335858.62546064
1712232000,2024-04-04 12:00:00,BTC/USD,66352,66831,66324,66712,192.25215524,12825525.78037088
1712228400,2024-04-04 11:00:00,BTC/USD,66293,66423,66134,66356,58.54418164,3884757.7169038397
1712224800,2024-04-04 10:00:00,BTC/USD,66263,66455,66148,66284,43.31782451,2871278.6798208402
1712221200,2024-04-04 09:00:00,BTC/USD,66216,66391,66175,66266,47.35847109,3138256.4452499403
1712217600,2024-04-04 08:00:00,BTC/USD,66025,66406,66014,66229,24.28870766,1608616.81961414
1712214000,2024-04-04 07:00:00,BTC/USD,65762,66264,65663,66076,48.73487333,3220205.49015308
1712210400,2024-04-04 06:00:00,BTC/USD,65593,65804,65549,65780,17.56345043,1155323.7692854
1712206800,2024-04-04 05:00:00,BTC/USD,65485,65688,65388,65599,82.60722505,5418951.35605495
1712203200,2024-04-04 04:00:00,BTC/USD,65636,65717,65100,65474,69.82206062,4571529.59703388
1712199600,2024-04-04 03:00:00,BTC/USD,65761,65815,65576,65651,14.67346693,963327.77742143
1712196000,2024-04-04 02:00:00,BTC/USD,66192,66192,65528,65779,70.67441410,4648892.2850839
1712192400,2024-04-04 01:00:00,BTC/USD,66283,66324,66065,66183,5.52671854,365774.81313282
1712188800,2024-04-04 00:00:00,BTC/USD,65984,66390,65868,66319,17.74564628,1176873.51564332
1712185200,2024-04-03 23:00:00,BTC/USD,66167,66323,65979,65988,17.44163986,1150938.9310816799
1712181600,2024-04-03 22:00:00,BTC/USD,65978,66263,65877,66169,94.97008844,6284075.7819863595
1712178000,2024-04-03 21:00:00,BTC/USD,65730,65974,65528,65943,18.40472635,1213662.86969805
1712174400,2024-04-03 20:00:00,BTC/USD,65831,65863,65599,65747,106.22130776,6983732.32129672
1712170800,2024-04-03 19:00:00,BTC/USD,66027,66163,65752,65816,34.56400002,2274864.22531632
1712167200,2024-04-03 18:00:00,BTC/USD,65985,66129,65511,66037,101.15925525,6680253.73894425
1712163600,2024-04-03 17:00:00,BTC/USD,66202,66401,65871,65998,53.37297360,3522509.5116528003
1712160000,2024-04-03 16:00:00,BTC/USD,65843,66606,65835,66217,36.47087540,2414991.9563618
1712156400,2024-04-03 15:00:00,BTC/USD,66683,66683,65757,65839,143.75079697,9464408.72170783
1712152800,2024-04-03 14:00:00,BTC/USD,65837,66942,65837,66677,306.63745840,20445665.8137368
1712149200,2024-04-03 13:00:00,BTC/USD,65937,66056,65670,65833,91.33557800,6012895.106474
1712145600,2024-04-03 12:00:00,BTC/USD,66098,66246,65773,65939,113.08784518,7456899.423324021
1712142000,2024-04-03 11:00:00,BTC/USD,66226,66261,65599,66099,88.83021727,5871588.5313297305
1712138400,2024-04-03 10:00:00,BTC/USD,66533,66557,66054,66233,76.98184706,5098738.67632498
1712134800,2024-04-03 09:00:00,BTC/USD,66547,66657,66365,66515,23.87405939,1587983.06032585
1712131200,2024-04-03 08:00:00,BTC/USD,66192,66673,66042,66555,69.83789286,4648060.959297299
1712127600,2024-04-03 07:00:00,BTC/USD,66394,66514,66169,66188,51.83789158,3431046.3678970397
1712124000,2024-04-03 06:00:00,BTC/USD,66094,66408,66093,66395,45.93886772,3050111.1222694
1712120400,2024-04-03 05:00:00,BTC/USD,66378,66400,65971,66118,60.80775697,4020487.27534246
1712116800,2024-04-03 04:00:00,BTC/USD,66241,66495,66182,66356,40.05459934,2657862.99380504
1712113200,2024-04-03 03:00:00,BTC/USD,65941,66292,65771,66243,37.12293166,2459134.36195338
1712109600,2024-04-03 02:00:00,BTC/USD,65826,66057,65718,65946,17.66369128,1164849.78515088
1712106000,2024-04-03 01:00:00,BTC/USD,65387,65923,65141,65827,46.63856104,3070076.55758008
1712102400,2024-04-03 00:00:00,BTC/USD,65471,65619,64511,65408,199.11784226,13023899.82654208
1712098800,2024-04-02 23:00:00,BTC/USD,65835,65848,65396,65469,89.77004823,5877155.28756987
1712095200,2024-04-02 22:00:00,BTC/USD,65761,65939,65594,65842,91.02244665,5993099.932329301
1712091600,2024-04-02 21:00:00,BTC/USD,65716,65835,65239,65719,111.29769390,7314373.1454141
1712088000,2024-04-02 20:00:00,BTC/USD,65938,66134,65542,65708,184.01264559,12091102.91642772
1712084400,2024-04-02 19:00:00,BTC/USD,65842,66240,65815,66000,233.42528776,15406068.99216
1712080800,2024-04-02 18:00:00,BTC/USD,65633,66070,65409,65837,73.33282721,4828013.34502477
1712077200,2024-04-02 17:00:00,BTC/USD,65589,65698,65300,65633,60.73310069,3986095.59758677
1712073600,2024-04-02 16:00:00,BTC/USD,64900,65793,64615,65561,196.54625496,12885769.02143256
1712070000,2024-04-02 15:00:00,BTC/USD,65719,66145,64701,64900,219.60947204,14252654.735396001
1712066400,2024-04-02 14:00:00,BTC/USD,65216,66272,65173,65719,217.76709869,14311435.958808111
1712062800,2024-04-02 13:00:00,BTC/USD,65355,65426,64545,65217,135.93694003,8865399.41793651
1712059200,2024-04-02 12:00:00,BTC/USD,65613,65820,65137,65338,141.12780698,9221008.65245924
1712055600,2024-04-02 11:00:00,BTC/USD,65983,66034,65047,65623,230.23579571,15108763.62187733
1712052000,2024-04-02 10:00:00,BTC/USD,66100,66288,65480,66001,123.10313667,8124930.12335667
1712048400,2024-04-02 09:00:00,BTC/USD,66285,66591,65821,66107,172.67817805,11415236.31635135
1712044800,2024-04-02 08:00:00,BTC/USD,66522,66756,66176,66278,52.59266584,3485736.70654352
1712041200,2024-04-02 07:00:00,BTC/USD,66927,66951,66500,66528,38.53192747,2563452.07072416
1712037600,2024-04-02 06:00:00,BTC/USD,66795,67177,66753,66925,64.24478944,4299582.533272
1712034000,2024-04-02 05:00:00,BTC/USD,66644,66877,66177,66814,66.44676665,4439574.2669531
1712030400,2024-04-02 04:00:00,BTC/USD,66749,67007,66415,66672,84.48147824,5632549.11721728
1712026800,2024-04-02 03:00:00,BTC/USD,67030,67335,66625,66756,176.54508759,11785443.86715804
1712023200,2024-04-02 02:00:00,BTC/USD,69415,69464,66013,67139,644.81105959,43291969.72981301
1712019600,2024-04-02 01:00:00,BTC/USD,69400,69630,69297,69434,25.15869393,1746868.75433562
1712016000,2024-04-02 00:00:00,BTC/USD,69694,69706,69099,69384,98.20934669,6814157.31073896
1712012400,2024-04-01 23:00:00,BTC/USD,69750,69890,69680,69699,11.55546551,805404.39058149
1712008800,2024-04-01 22:00:00,BTC/USD,69639,69887,69605,69740,20.74353438,1446654.0876612
1712005200,2024-04-01 21:00:00,BTC/USD,69764,69915,69578,69617,17.58812175,1224432.27186975
1712001600,2024-04-01 20:00:00,BTC/USD,69720,69833,69372,69764,33.65067787,2347605.89092268
1711998000,2024-04-01 19:00:00,BTC/USD,68936,69865,68906,69713,229.84917676,16023475.65946988
1711994400,2024-04-01 18:00:00,BTC/USD,68741,68998,68453,68930,148.50199062,10236242.2134366
1711990800,2024-04-01 17:00:00,BTC/USD,68569,68742,68222,68742,153.33706480,10540696.508481601
1711987200,2024-04-01 16:00:00,BTC/USD,68183,68783,68073,68590,100.06693031,6863590.7499629
1711983600,2024-04-01 15:00:00,BTC/USD,68884,68998,68168,68231,217.99000652,14873676.13486612
1711980000,2024-04-01 14:00:00,BTC/USD,69889,69962,68635,68903,208.56158313,14370518.76240639
1711976400,2024-04-01 13:00:00,BTC/USD,69847,70092,69643,69882,142.71677539,9973333.69780398
1711972800,2024-04-01 12:00:00,BTC/USD,69470,69848,69450,69843,19.30930245,1348619.61101535
