timestamp,open,high,low,close,volumefrom,volumeto
2025-04-02 02:04:00,125.58,125.63,125.48,125.52,615.22,77223.06
2025-04-02 02:05:00,125.52,125.52,125.01,125.05,4393.44,549961.49
2025-04-02 02:06:00,125.05,125.15,125.02,125.04,1568.08,196097.23
2025-04-02 02:07:00,125.04,125.04,124.69,124.69,5973.18,745826.91
2025-04-02 02:08:00,124.69,124.8,124.69,124.72,1449.01,180745.1
2025-04-02 02:09:00,124.72,124.74,124.34,124.4,6880.45,856541.68
2025-04-02 02:10:00,124.4,124.42,124.1,124.3,4165.97,517540.08
2025-04-02 02:11:00,124.3,124.39,124.22,124.29,2571.59,319607.23
2025-04-02 02:12:00,124.29,124.47,124.24,124.47,3563.9,443255.75
2025-04-02 02:13:00,124.47,124.51,124.41,124.41,503.93,62728.14
2025-04-02 02:14:00,124.41,124.49,124.26,124.36,2604.4,324156.06
2025-04-02 02:15:00,124.36,124.37,124.21,124.28,863.0,107252.24
2025-04-02 02:16:00,124.28,124.55,124.19,124.54,4471.13,555808.11
2025-04-02 02:17:00,124.54,124.58,124.47,124.56,868.97,108203.4
2025-04-02 02:18:00,124.56,124.57,124.49,124.51,1362.96,169728.0
2025-04-02 02:19:00,124.51,124.52,124.28,124.37,14504.82,1805183.94
2025-04-02 02:20:00,124.37,124.38,124.22,124.23,1180.87,146753.44
2025-04-02 02:21:00,124.23,124.32,124.18,124.3,685.07,85111.29
2025-04-02 02:22:00,124.3,124.38,124.2,124.35,1160.46,144218.37
2025-04-02 02:23:00,124.35,124.37,124.27,124.33,2190.24,272246.1
2025-04-02 02:24:00,124.33,124.44,124.25,124.44,1008.45,125365.24
2025-04-02 02:25:00,124.44,124.65,124.43,124.54,3288.15,409670.7
2025-04-02 02:26:00,124.54,124.55,124.44,124.54,2840.65,353628.0
2025-04-02 02:27:00,124.54,124.65,124.52,124.62,457.41,56997.04
2025-04-02 02:28:00,124.62,124.63,124.51,124.53,675.48,84138.38
2025-04-02 02:29:00,124.53,124.63,124.53,124.6,1477.16,184034.67
2025-04-02 02:30:00,124.6,124.78,124.55,124.77,1938.07,241541.22
2025-04-02 02:31:00,124.77,124.79,124.71,124.74,1191.62,148657.25
2025-04-02 02:32:00,124.74,124.74,124.67,124.73,580.67,72408.22
2025-04-02 02:33:00,124.73,124.77,124.71,124.74,287.97,35919.78
2025-04-02 02:34:00,124.74,124.74,124.54,124.57,1165.08,145175.14
2025-04-02 02:35:00,124.57,124.58,124.32,124.35,1772.09,220443.15
2025-04-02 02:36:00,124.35,124.38,124.24,124.25,1062.59,132059.55
2025-04-02 02:37:00,124.25,124.38,124.23,124.38,574.59,71438.32
2025-04-02 02:38:00,124.38,124.45,124.36,124.43,213.63,26581.93
2025-04-02 02:39:00,124.43,124.5,124.42,124.43,539.03,67102.17
2025-04-02 02:40:00,124.43,124.44,124.33,124.39,501.81,62393.96
2025-04-02 02:41:00,124.39,124.43,124.28,124.28,188.53,23438.69
2025-04-02 02:42:00,124.28,124.41,124.25,124.4,541.84,67334.84
2025-04-02 02:43:00,124.4,124.42,124.34,124.39,490.51,61003.78
2025-04-02 02:44:00,124.39,124.47,124.39,124.45,940.79,117081.79
2025-04-02 02:45:00,124.45,124.7,124.45,124.69,941.28,117261.23
2025-04-02 02:46:00,124.69,124.77,124.65,124.77,1086.24,135473.51
2025-04-02 02:47:00,124.77,124.94,124.73,124.85,1898.04,236992.17
2025-04-02 02:48:00,124.85,124.93,124.84,124.89,435.93,54441.94
2025-04-02 02:49:00,124.89,124.93,124.79,124.79,748.87,93496.66
2025-04-02 02:50:00,124.79,124.91,124.79,124.89,587.78,73398.16
2025-04-02 02:51:00,124.89,124.96,124.88,124.95,620.0,77445.83
2025-04-02 02:52:00,124.95,124.96,124.93,124.95,437.01,54605.58
2025-04-02 02:53:00,124.95,125.09,124.94,125.03,1260.96,157693.69
2025-04-02 02:54:00,125.03,125.13,125.03,125.09,294.55,36848.98
2025-04-02 02:55:00,125.09,125.09,124.8,124.8,1850.81,231250.25
2025-04-02 02:56:00,124.8,124.89,124.8,124.88,656.95,82009.44
2025-04-02 02:57:00,124.88,124.88,124.81,124.82,324.91,40558.59
2025-04-02 02:58:00,124.82,124.87,124.77,124.77,597.23,74534.92
2025-04-02 02:59:00,124.77,124.81,124.76,124.79,375.52,46855.9
2025-04-02 03:00:00,124.79,124.8,124.73,124.73,888.94,110900.68
2025-04-02 03:01:00,124.73,124.84,124.69,124.84,3307.56,412490.37
2025-04-02 03:02:00,124.84,124.97,124.84,124.96,2186.67,273160.34
2025-04-02 03:03:00,124.96,125.0,124.93,124.97,7917.51,989657.75
2025-04-02 03:04:00,124.97,124.98,124.94,124.94,627.24,78375.47
2025-04-02 03:05:00,124.94,124.98,124.9,124.9,661.84,82685.6
2025-04-02 03:06:00,124.9,124.95,124.85,124.95,387.52,48399.77
2025-04-02 03:07:00,124.95,125.11,124.93,125.11,3452.84,431606.19
2025-04-02 03:08:00,125.11,125.16,125.03,125.04,439.25,54937.63
2025-04-02 03:09:00,125.04,125.05,124.99,125.01,290.23,36276.98
2025-04-02 03:10:00,125.01,125.15,124.99,125.14,1095.79,137085.55
2025-04-02 03:11:00,125.14,125.15,125.1,125.15,257.67,32237.82
