timestamp,open,high,low,close,volumefrom,volumeto
2025-04-02 03:12:00,125.15,125.17,125.12,125.14,416.83,52163.77
2025-04-02 03:13:00,125.14,125.21,125.14,125.18,353.83,44292.61
2025-04-02 03:14:00,125.18,125.21,125.16,125.17,824.86,103248.29
2025-04-02 03:15:00,125.17,125.19,125.09,125.16,1102.24,137935.88
2025-04-02 03:16:00,125.16,125.32,125.16,125.3,679.81,85153.99
2025-04-02 03:17:00,125.3,125.3,125.22,125.23,408.37,51156.21
2025-04-02 03:18:00,125.23,125.27,125.19,125.19,176.05,22045.85
2025-04-02 03:19:00,125.19,125.2,124.9,124.91,810.41,101307.81
2025-04-02 03:20:00,124.91,124.92,124.83,124.88,382.09,47703.08
2025-04-02 03:21:00,124.88,124.89,124.77,124.77,475.46,59360.34
2025-04-02 03:22:00,124.77,124.79,124.7,124.77,234.03,29191.96
2025-04-02 03:23:00,124.77,124.78,124.71,124.72,824.45,102837.29
2025-04-02 03:24:00,124.72,124.83,124.72,124.8,466.99,58280.65
2025-04-02 03:25:00,124.8,124.81,124.73,124.79,302.96,37803.8
2025-04-02 03:26:00,124.79,124.79,124.72,124.77,127.8,15941.81
2025-04-02 03:27:00,124.77,124.78,124.72,124.76,134.41,16768.24
2025-04-02 03:28:00,124.76,124.8,124.74,124.79,231.58,28893.61
2025-04-02 03:29:00,124.79,124.85,124.78,124.85,337.63,42141.11
2025-04-02 03:30:00,124.85,124.91,124.79,124.86,392.12,48946.23
2025-04-02 03:31:00,124.86,124.97,124.83,124.93,2478.06,309583.23
2025-04-02 03:32:00,124.93,124.94,124.83,124.84,277.64,34663.01
2025-04-02 03:33:00,124.84,124.85,124.76,124.84,435.91,54400.57
2025-04-02 03:34:00,124.84,124.87,124.79,124.79,215.86,26948.26
2025-04-02 03:35:00,124.79,124.79,124.68,124.69,268.86,33527.56
2025-04-02 03:36:00,124.69,124.69,124.57,124.59,777.39,96866.76
2025-04-02 03:37:00,124.59,124.6,124.4,124.45,1333.0,165881.85
2025-04-02 03:38:00,124.45,124.45,124.22,124.28,4020.64,499695.12
2025-04-02 03:39:00,124.28,124.47,124.23,124.47,2652.19,329703.87
2025-04-02 03:40:00,124.47,124.51,124.44,124.44,1468.72,182857.2
2025-04-02 03:41:00,124.44,124.63,124.44,124.6,482.69,60145.01
2025-04-02 03:42:00,124.6,124.65,124.55,124.61,423.7,52781.35
2025-04-02 03:43:00,124.61,124.65,124.58,124.62,510.46,63613.79
2025-04-02 03:44:00,124.62,124.69,124.62,124.69,133.45,16636.62
2025-04-02 03:45:00,124.69,124.71,124.62,124.71,563.24,70220.54
2025-04-02 03:46:00,124.71,124.71,124.55,124.64,465.78,58027.56
2025-04-02 03:47:00,124.64,124.74,124.63,124.74,703.67,87741.64
2025-04-02 03:48:00,124.74,124.74,124.64,124.66,159.18,19844.73
2025-04-02 03:49:00,124.66,124.69,124.55,124.55,269.44,33567.21
2025-04-02 03:50:00,124.55,124.62,124.53,124.57,167.84,20904.27
2025-04-02 03:51:00,124.57,124.57,124.52,124.52,283.52,35309.97
2025-04-02 03:52:00,124.52,124.52,124.43,124.46,314.99,39207.74
2025-04-02 03:53:00,124.46,124.48,124.43,124.44,81.16,10100.34
2025-04-02 03:54:00,124.44,124.45,124.4,124.41,108.08,13448.03
2025-04-02 03:55:00,124.41,124.52,124.39,124.46,726.25,90383.18
2025-04-02 03:56:00,124.46,124.48,124.44,124.46,198.47,24699.22
2025-04-02 03:57:00,124.46,124.46,124.35,124.36,10444.37,1299274.96
2025-04-02 03:58:00,124.36,124.36,124.31,124.33,478.31,59465.36
2025-04-02 03:59:00,124.33,124.35,124.31,124.34,470.6,58511.85
2025-04-02 04:00:00,124.34,124.37,124.29,124.33,642.19,79845.57
2025-04-02 04:01:00,124.33,124.4,124.3,124.31,822.18,102216.57
2025-04-02 04:02:00,124.31,124.52,124.31,124.52,1235.61,153718.95
2025-04-02 04:03:00,124.52,124.52,124.44,124.49,451.82,56237.37
2025-04-02 04:04:00,124.49,124.53,124.49,124.53,0.0,0.0
